Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
1863,4419,5,3,2,1919,Downtown,Excellent,0,472418,106
1864,572,1,1,3,1960,Suburban,Fair,1,996740,65
1865,4994,1,2,2,1986,Suburban,Fair,1,641444,39
1866,4725,3,3,2,1920,Rural,Fair,0,817248,105
1867,3478,4,2,1,1987,Downtown,Good,0,110263,38
1868,4861,3,1,3,1967,Urban,Good,1,955428,58
1869,2485,1,2,1,1911,Downtown,Fair,1,673540,114
1870,1292,5,1,1,1921,Downtown,Poor,1,168632,104
1871,4759,3,2,3,1919,Rural,Good,0,911287,106
1872,594,3,1,2,1981,Downtown,Good,1,66575,44
1873,1633,2,2,1,1900,Urban,Fair,1,324348,125
1874,737,1,1,3,1929,Suburban,Poor,1,61952,96
1875,3446,5,4,2,1996,Rural,Fair,1,569826,29
1876,3030,3,2,3,1923,Urban,Good,0,133323,102
1877,2460,3,2,1,1913,Suburban,Fair,0,756502,112
1878,1548,5,3,2,1935,Rural,Fair,1,214944,90
1879,3029,1,3,2,1968,Rural,Fair,0,734736,57
1880,3464,2,1,3,1974,Suburban,Poor,0,771444,51
1881,1463,3,2,2,1923,Suburban,Fair,0,192712,102
1882,1036,2,1,1,1959,Urban,Good,1,338581,66
1883,4723,4,4,1,1994,Downtown,Fair,0,177129,31
1884,4179,1,3,1,1954,Downtown,Poor,0,924113,71
1885,4687,4,1,3,1976,Downtown,Excellent,1,828810,49
1886,4224,4,1,2,1979,Downtown,Poor,1,582191,46
1887,1042,4,3,2,1923,Downtown,Fair,0,264776,102
1888,1345,1,2,2,1976,Urban,Excellent,0,601151,49
1889,4103,1,1,1,1923,Rural,Fair,1,355525,102
1890,3536,5,3,2,1953,Urban,Poor,1,864980,72
1891,2994,2,2,1,1925,Urban,Excellent,1,493172,100
1892,4985,2,4,2,1965,Urban,Excellent,1,585755,60
1893,3219,5,3,1,1979,Rural,Fair,0,370098,46
1894,2384,5,1,2,1937,Urban,Fair,1,336045,88
1895,4638,4,4,3,2009,Urban,Poor,0,859733,16
1896,4849,5,2,3,1964,Rural,Fair,0,961118,61
1897,3701,3,2,1,2012,Urban,Excellent,0,807902,13
1898,3210,2,3,1,1974,Downtown,Good,1,921612,51
1899,2453,5,3,2,1950,Suburban,Good,1,644191,75
1900,4350,3,3,2,1934,Urban,Poor,0,416099,91
1901,1189,3,2,3,1942,Suburban,Fair,0,983708,83
1902,2450,3,4,2,1928,Urban,Poor,0,594043,97
1903,956,3,2,1,1936,Urban,Good,0,371961,89
1904,2630,4,1,1,1980,Downtown,Good,0,838525,45
1905,4476,3,2,1,1957,Rural,Fair,1,306094,68
1906,4744,4,1,1,1953,Suburban,Excellent,1,512753,72
1907,1679,4,4,1,1938,Rural,Fair,1,932751,87
1908,4785,3,3,3,1941,Downtown,Good,0,335084,84
1909,4065,2,3,3,1927,Downtown,Excellent,0,749400,98
1910,1382,3,2,1,1928,Suburban,Poor,1,703002,97
1911,899,3,3,2,1942,Rural,Good,1,141544,83
1912,1108,3,4,1,1902,Downtown,Poor,0,658725,123
1913,2138,2,3,3,2015,Urban,Excellent,1,405113,10
1914,2648,1,2,1,1909,Urban,Poor,1,157001,116
1915,1882,1,4,3,1958,Urban,Good,1,137725,67
1916,1903,4,1,3,2005,Rural,Fair,0,427928,20
1917,1319,4,2,1,1913,Urban,Poor,0,160675,112
1918,3792,2,1,1,1975,Urban,Good,1,144266,50
1919,1319,5,4,2,1946,Downtown,Good,0,321380,79
1920,919,1,2,3,1941,Downtown,Excellent,1,909029,84
1921,4719,4,2,2,1993,Urban,Good,1,265196,32
1922,3802,1,4,1,1931,Urban,Fair,0,184974,94
1923,2008,2,3,3,1931,Downtown,Fair,0,673944,94
1924,1267,2,2,2,1941,Suburban,Poor,0,346508,84
1925,2544,5,2,2,1931,Rural,Poor,1,681359,94
1926,2639,5,1,2,1925,Rural,Poor,1,406554,100
1927,3529,2,3,1,2014,Downtown,Poor,1,201168,11
1928,2049,4,1,1,1900,Rural,Fair,0,193092,125
1929,2264,1,1,1,1955,Downtown,Excellent,1,632761,70
1930,3145,3,3,3,2021,Downtown,Poor,1,291472,4
1931,4216,5,3,1,2005,Downtown,Excellent,1,356297,20
1932,4981,3,4,3,1901,Downtown,Good,1,222349,124
1933,2793,4,3,2,1980,Suburban,Good,0,350646,45
1934,3208,5,2,2,1929,Urban,Poor,0,65675,96
1935,1400,3,3,1,2019,Urban,Good,0,991869,6
1936,3584,4,4,2,2002,Suburban,Excellent,1,168384,23
1937,2509,1,4,1,1970,Rural,Excellent,1,128229,55
1938,741,4,4,3,1951,Rural,Good,1,663337,74
1939,2885,5,3,2,1990,Urban,Poor,0,757508,35
1940,4768,2,3,1,1908,Rural,Excellent,0,401301,117
1941,1171,1,1,2,1921,Urban,Excellent,0,270319,104
1942,663,3,1,2,1933,Urban,Fair,0,679999,92
1943,964,5,2,1,2009,Suburban,Poor,0,684378,16
1944,3542,2,1,2,1948,Rural,Fair,1,929753,77
1945,2942,4,2,2,1900,Suburban,Good,0,776262,125
1946,2855,2,4,2,1972,Urban,Good,0,862897,53
1947,4778,5,1,2,1983,Urban,Fair,0,868718,42
1948,3057,5,3,3,1952,Urban,Poor,1,104795,73
1949,1045,2,1,2,1982,Downtown,Excellent,0,420283,43
1950,4335,4,2,2,1999,Downtown,Good,0,784543,26
1951,1093,2,1,1,2023,Downtown,Poor,0,153845,2
1952,4304,5,4,3,1939,Suburban,Poor,1,362130,86
1953,1959,5,3,1,1944,Urban,Good,1,387540,81
1954,3993,3,2,1,1967,Rural,Good,0,891610,58
1955,3101,3,3,1,1908,Suburban,Poor,0,847177,117
1956,2944,1,3,3,2004,Suburban,Excellent,0,828520,21
1957,3172,5,2,1,1921,Suburban,Fair,0,303730,104
1958,4700,3,3,1,1917,Rural,Good,1,253426,108
1959,516,2,3,1,1975,Urban,Fair,0,916069,50
1960,3691,4,1,2,2005,Downtown,Poor,1,972532,20
1961,892,2,3,1,1942,Urban,Fair,0,279333,83
1962,924,4,3,3,1938,Urban,Excellent,1,622854,87
1963,1071,3,3,3,1972,Suburban,Poor,1,880154,53
1964,4131,1,3,2,1905,Suburban,Excellent,0,923055,120
1965,1620,2,2,3,1982,Suburban,Poor,1,423218,43
1966,741,2,4,3,1947,Downtown,Excellent,0,649262,78
1967,4397,2,1,2,2010,Downtown,Poor,1,526908,15
1968,4595,4,3,1,1906,Downtown,Excellent,1,396228,119
1969,2779,3,3,2,1979,Urban,Poor,0,220951,46
1970,1288,2,2,1,1968,Suburban,Excellent,0,467983,57
1971,1214,2,4,1,1915,Rural,Poor,1,298595,110
1972,3349,1,3,3,1900,Urban,Excellent,1,953785,125
1973,1275,1,2,2,2014,Downtown,Good,0,678705,11
1974,4526,3,1,3,1936,Rural,Fair,0,904531,89
1975,2747,3,1,3,2002,Rural,Poor,0,229729,23
1976,578,5,3,1,1982,Suburban,Excellent,1,189570,43
1977,4426,1,3,3,2017,Rural,Good,0,254739,8
1978,1355,5,4,2,1936,Downtown,Poor,0,337251,89
1979,2648,4,4,3,1980,Suburban,Poor,1,734153,45
1980,1531,5,3,3,1963,Rural,Poor,0,970200,62
1981,3771,2,2,1,1989,Suburban,Fair,0,890271,36
1982,4076,5,4,2,1985,Rural,Excellent,0,663529,40
1983,4682,3,3,3,1961,Urban,Excellent,0,597685,64
1984,3956,4,4,1,1971,Urban,Poor,1,581992,54
1985,4006,2,3,3,1960,Downtown,Poor,0,852874,65
1986,907,5,1,2,1932,Urban,Poor,0,769148,93
1987,3211,4,3,3,1965,Urban,Good,0,179576,60
1988,3588,4,1,3,1929,Urban,Poor,0,59765,96
1989,2168,2,4,1,2010,Rural,Fair,0,427972,15
1990,647,5,3,3,1919,Rural,Excellent,0,60002,106
1991,4827,4,4,1,1959,Suburban,Fair,1,834141,66
1992,4397,4,1,2,1981,Rural,Poor,1,847822,44
1993,2450,1,3,3,2006,Urban,Good,1,225508,19
1994,865,4,4,2,2020,Rural,Poor,0,308446,5
1995,2174,1,1,2,1973,Downtown,Poor,0,527698,52
1996,4994,5,4,3,1923,Suburban,Poor,0,295620,102
1997,3046,5,2,1,2019,Suburban,Poor,1,580929,6
1998,1062,5,1,2,1903,Rural,Poor,0,476925,122
1999,4062,3,1,2,1936,Urban,Excellent,1,161119,89
2000,2989,5,1,3,1903,Suburban,Fair,0,482525,122
